source,source_id,raw_id,title,title_stem,author,license_raw,license_normalized,license_display,url,genre_tier1,genre_tier2,primary_pool,candidate_pools,auto_label_score,auto_label_confidence,auto_label_bucket,matched_keywords
freesound,440668,440668,Laser Impact,Laser Impact,SeanSecret,cc0,cc0,CC0,https://freesound.org/people/SeanSecret/sounds/440668/,Sound Effects,Sound Effects,Freesound-CC0-Sound Effects,"[""Freesound-CC0-Sound Effects""]",4,1.0000,high,"{""Sound Effects"": [""impact"", ""laser""]}"
freesound,440688,440688,Tinnito - drone - eau tuyau low - C411.wav,Tinnito - drone - eau tuyau low - C411,rombart,cc0,cc0,CC0,https://freesound.org/people/rombart/sounds/440688/,Ambient/Drone,Ambient/Drone,Freesound-CC0-Ambient/Drone,"[""Freesound-CC0-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""drone""]}"
freesound,440689,440689,Tinnito - drone - eau tuyau clics réguliers - C411.wav,Tinnito - drone - eau tuyau clics réguliers - C411,rombart,cc0,cc0,CC0,https://freesound.org/people/rombart/sounds/440689/,Ambient/Drone,Ambient/Drone,Freesound-CC0-Ambient/Drone,"[""Freesound-CC0-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""drone""]}"
freesound,440734,440734,Ambiente departamento_calle/Ambient department_street-Ambient/Ambiente.wav,Ambiente,SergioJbs,ccby,cc-by,CC-BY,https://freesound.org/people/SergioJbs/sounds/440734/,Ambient/Drone,Ambient/Drone,Freesound-CC-BY-Ambient/Drone,"[""Freesound-CC-BY-Ambient/Drone"", ""Freesound-CC-BY-Field Recording""]",6,0.7208,high,"{""Ambient/Drone"": [""ambient""], ""Field Recording"": [""street""]}"
freesound,440801,440801,Electro House,Electro House,deleted_user_4397472,cc0,cc0,CC0,https://freesound.org/people/deleted_user_4397472/sounds/440801/,Electronic,Electronic,Freesound-CC0-Electronic,"[""Freesound-CC0-Electronic""]",4,1.0000,high,"{""Electronic"": [""electro"", ""house""]}"
freesound,440876,440876,"Ambience, Livigno, Street, Night","Ambience, Livigno, Street, Night",Roberto_Marelli,cc0,cc0,CC0,https://freesound.org/people/Roberto_Marelli/sounds/440876/,Field Recording,Field Recording,Freesound-CC0-Field Recording,"[""Freesound-CC0-Field Recording""]",4,1.0000,high,"{""Field Recording"": [""ambience"", ""street""]}"
freesound,440877,440877,"Ambience, Livigno, Street, Morning","Ambience, Livigno, Street, Morning",Roberto_Marelli,cc0,cc0,CC0,https://freesound.org/people/Roberto_Marelli/sounds/440877/,Field Recording,Field Recording,Freesound-CC0-Field Recording,"[""Freesound-CC0-Field Recording""]",4,1.0000,high,"{""Field Recording"": [""ambience"", ""street""]}"
freesound,440925,440925,Airship Drone.wav,Airship Drone,gsb1039,ccby,cc-by,CC-BY,https://freesound.org/people/gsb1039/sounds/440925/,Ambient/Drone,Ambient/Drone,Freesound-CC-BY-Ambient/Drone,"[""Freesound-CC-BY-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""drone""]}"
freesound,440932,440932,Dark Ambient - Pad,Dark Ambient - Pad,Hakren,cc0,cc0,CC0,https://freesound.org/people/Hakren/sounds/440932/,Ambient/Drone,Ambient/Drone,Freesound-CC0-Ambient/Drone,"[""Freesound-CC0-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""ambient""]}"
freesound,441061,441061,14 jazz organ,14 jazz organ,jnvrbs,cc0,cc0,CC0,https://freesound.org/people/jnvrbs/sounds/441061/,Jazz/Blues,Jazz/Blues,Freesound-CC0-Jazz/Blues,"[""Freesound-CC0-Jazz/Blues""]",6,1.0000,high,"{""Jazz/Blues"": [""jazz""]}"
freesound,441079,441079,42 jazz guitar,42 jazz guitar,jnvrbs,cc0,cc0,CC0,https://freesound.org/people/jnvrbs/sounds/441079/,Jazz/Blues,Jazz/Blues,Freesound-CC0-Jazz/Blues,"[""Freesound-CC0-Jazz/Blues"", ""Freesound-CC0-Acoustic/Folk""]",6,0.7208,high,"{""Jazz/Blues"": [""jazz""], ""Acoustic/Folk"": [""guitar""]}"
freesound,441146,441146,White Noise Risers.wav,White Noise Risers,DylanTheFish,cc0,cc0,CC0,https://freesound.org/people/DylanTheFish/sounds/441146/,Experimental/Noise,Experimental/Noise,Freesound-CC0-Experimental/Noise,"[""Freesound-CC0-Experimental/Noise"", ""Freesound-CC0-Sound Effects""]",7,0.7556,high,"{""Experimental/Noise"": [""noise"", ""white noise""], ""Sound Effects"": [""hit"", ""riser""]}"
freesound,441153,441153,Glitch Drum loop 1a - 4 bars 85 bpm,Glitch Drum loop 1a - 4 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441153/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441154,441154,Glitch Drum loop 1b - 4 bars 85 bpm,Glitch Drum loop 1b - 4 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441154/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441156,441156,Glitch Drum loop 2b - 8 bars 85bpm,Glitch Drum loop 2b - 8 bars 85bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441156/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441157,441157,Glitch Drum loop 2a - 4 bars 85bpm,Glitch Drum loop 2a - 4 bars 85bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441157/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441158,441158,Glitch Drum loop 3c - 8 bars 85 bpm,Glitch Drum loop 3c - 8 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441158/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441159,441159,Glitch Drum loop 3b - 8 bars 85 bpm,Glitch Drum loop 3b - 8 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441159/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441160,441160,Glitch Drum loop 3a - 8 bars 85 bpm,Glitch Drum loop 3a - 8 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441160/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441162,441162,Glitch Drum loop 4a- 2 bars 85 bpm,Glitch Drum loop 4a- 2 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441162/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441163,441163,Glitch Drum loop 4b- 2 bars 85 bpm,Glitch Drum loop 4b- 2 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441163/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441164,441164,Glitch Drum loop 4c - 2 bars 85 bpm,Glitch Drum loop 4c - 2 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441164/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441165,441165,Glitch Drum loop 4d - 8 bars 85 bpm,Glitch Drum loop 4d - 8 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441165/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441166,441166,Glitch Drum loop 4e - 8 bars 85 bpm,Glitch Drum loop 4e - 8 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441166/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441168,441168,Glitch Drum loop 5a - 2 bars 85 bpm,Glitch Drum loop 5a - 2 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441168/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441169,441169,Glitch Drum loop 5b - 2 bars 85 bpm,Glitch Drum loop 5b - 2 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441169/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441170,441170,Glitch Drum loop 5c - 2 bars 85 bpm,Glitch Drum loop 5c - 2 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441170/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441171,441171,Glitch Drum loop 5d - 8 bars 85 bpm,Glitch Drum loop 5d - 8 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441171/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441172,441172,Glitch Drum loop 5e - 8 bars 85 bpm,Glitch Drum loop 5e - 8 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441172/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441173,441173,Glitch Drum loop 6a - 8 bars 85 bpm,Glitch Drum loop 6a - 8 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441173/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441179,441179,Glitch Drum loop 7a - 8 bars 85 bpm,Glitch Drum loop 7a - 8 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441179/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441180,441180,Glitch Drum loop 8a - 2 bars 85 bpm,Glitch Drum loop 8a - 2 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441180/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441181,441181,Glitch Drum loop 8b - 2 bars 85 bpm,Glitch Drum loop 8b - 2 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441181/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441182,441182,Glitch Drum loop 8c - 8 bars 85 bpm,Glitch Drum loop 8c - 8 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441182/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441183,441183,Glitch Drum loop 8d - 8 bars 85 bpm,Glitch Drum loop 8d - 8 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441183/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441184,441184,Glitch Drum loop 9a - 2 bars 85 bpm,Glitch Drum loop 9a - 2 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441184/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441185,441185,Glitch Drum loop 9b - 2 bars 85 bpm,Glitch Drum loop 9b - 2 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441185/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441186,441186,Glitch Drum loop 9c - 2 bars 85 bpm,Glitch Drum loop 9c - 2 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441186/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441187,441187,Glitch Drum loop 9d - 8 bars 85 bpm,Glitch Drum loop 9d - 8 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441187/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441188,441188,Glitch Drum loop 9e - 8 bars 85 bpm,Glitch Drum loop 9e - 8 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441188/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441189,441189,Glitch Drum loop 9f - 8 bars 85 bpm,Glitch Drum loop 9f - 8 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441189/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441190,441190,Glitch Drum loop 9g - 8 bars 85 bpm,Glitch Drum loop 9g - 8 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441190/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441191,441191,Glitch Drum loop 9h - 8 bars 85 bpm,Glitch Drum loop 9h - 8 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441191/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441192,441192,Glitch Drum loop 9i - 8 bars 85 bpm,Glitch Drum loop 9i - 8 bars 85 bpm,vykroft,cc0,cc0,CC0,https://freesound.org/people/vykroft/sounds/441192/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums"", ""Freesound-CC0-Experimental/Noise""]",9,0.8040,high,"{""Percussion/Drums"": [""drum"", ""drum loop"", ""loop""], ""Experimental/Noise"": [""glitch""]}"
freesound,441245,441245,Ambient  Ghost Talk,Ambient  Ghost Talk,DRFX,cc0,cc0,CC0,https://freesound.org/people/DRFX/sounds/441245/,Ambient/Drone,Ambient/Drone,Freesound-CC0-Ambient/Drone,"[""Freesound-CC0-Ambient/Drone"", ""Freesound-CC0-Sound Effects""]",6,0.8488,high,"{""Ambient/Drone"": [""ambient""], ""Sound Effects"": [""fx""]}"
freesound,441247,441247,Ambient Space 2.wav,Ambient Space 2,DylanTheFish,cc0,cc0,CC0,https://freesound.org/people/DylanTheFish/sounds/441247/,Ambient/Drone,Ambient/Drone,Freesound-CC0-Ambient/Drone,"[""Freesound-CC0-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""ambient""]}"
freesound,441248,441248,Ambient Space.wav,Ambient Space,DylanTheFish,cc0,cc0,CC0,https://freesound.org/people/DylanTheFish/sounds/441248/,Ambient/Drone,Ambient/Drone,Freesound-CC0-Ambient/Drone,"[""Freesound-CC0-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""ambient""]}"
freesound,441259,441259,Birds chriping in rain,Birds chriping in rain,mycompasstv,cc0,cc0,CC0,https://freesound.org/people/mycompasstv/sounds/441259/,Field Recording,Field Recording,Freesound-CC0-Field Recording,"[""Freesound-CC0-Field Recording""]",5,1.0000,high,"{""Field Recording"": [""bird"", ""birds"", ""rain""]}"
freesound,441289,441289,OHC 362 - Dark Ambient.wav,OHC 362 - Dark Ambient,aptbr,cc0,cc0,CC0,https://freesound.org/people/aptbr/sounds/441289/,Ambient/Drone,Ambient/Drone,Freesound-CC0-Ambient/Drone,"[""Freesound-CC0-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""ambient""]}"
freesound,441333,441333,Flash piano ambient,Flash piano ambient,alanspiljak,ccby,cc-by,CC-BY,https://freesound.org/people/alanspiljak/sounds/441333/,Ambient/Drone,Ambient/Drone,Freesound-CC-BY-Ambient/Drone,"[""Freesound-CC-BY-Ambient/Drone"", ""Freesound-CC-BY-Acoustic/Folk""]",6,0.7208,high,"{""Ambient/Drone"": [""ambient""], ""Acoustic/Folk"": [""piano""]}"
freesound,441357,441357,basement room-tone roadworkers 161005_1009.flac,basement room-tone roadworkers 161005_1009,klankbeeld,ccby,cc-by,CC-BY,https://freesound.org/people/klankbeeld/sounds/441357/,Field Recording,Field Recording,Freesound-CC-BY-Field Recording,"[""Freesound-CC-BY-Field Recording""]",8,1.0000,high,"{""Field Recording"": [""room tone""]}"
freesound,441395,441395,Drums Trap Beat,Drums Trap Beat,deleted_user_4397472,cc0,cc0,CC0,https://freesound.org/people/deleted_user_4397472/sounds/441395/,Percussion/Drums,Percussion/Drums,Freesound-CC0-Percussion/Drums,"[""Freesound-CC0-Percussion/Drums""]",5,1.0000,high,"{""Percussion/Drums"": [""beat"", ""drum"", ""drums""]}"
freesound,441424,441424,Science fiction drone.wav,Science fiction drone,AudioPapkin,cc0,cc0,CC0,https://freesound.org/people/AudioPapkin/sounds/441424/,Ambient/Drone,Ambient/Drone,Freesound-CC0-Ambient/Drone,"[""Freesound-CC0-Ambient/Drone""]",6,1.0000,high,"{""Ambient/Drone"": [""drone""]}"
freesound,441523,441523,strang ambient noise with frogs and crickets.wav,strang ambient noise with frogs and crickets,Nadia4Sound,cc0,cc0,CC0,https://freesound.org/people/Nadia4Sound/sounds/441523/,Ambient/Drone,Ambient/Drone,Freesound-CC0-Ambient/Drone,"[""Freesound-CC0-Ambient/Drone"", ""Freesound-CC0-Experimental/Noise""]",6,0.7208,high,"{""Ambient/Drone"": [""ambient""], ""Experimental/Noise"": [""noise""]}"
freesound,441625,441625,Ambient Synth Lead,Ambient Synth Lead,YellowTree,cc0,cc0,CC0,https://freesound.org/people/YellowTree/sounds/441625/,Ambient/Drone,Ambient/Drone,Freesound-CC0-Ambient/Drone,"[""Freesound-CC0-Ambient/Drone"", ""Freesound-CC0-Electronic""]",6,0.7208,high,"{""Ambient/Drone"": [""ambient""], ""Electronic"": [""synth""]}"
freesound,441638,441638,Birds at Feeder,Birds at Feeder,naturenotesuk,cc0,cc0,CC0,https://freesound.org/people/naturenotesuk/sounds/441638/,Field Recording,Field Recording,Freesound-CC0-Field Recording,"[""Freesound-CC0-Field Recording""]",4,1.0000,high,"{""Field Recording"": [""bird"", ""birds"", ""nature""]}"
freesound,441676,441676,NATURE Ambience Sampler.wav,NATURE Ambience Sampler,deleted_user_8803593,cc0,cc0,CC0,https://freesound.org/people/deleted_user_8803593/sounds/441676/,Field Recording,Field Recording,Freesound-CC0-Field Recording,"[""Freesound-CC0-Field Recording""]",4,1.0000,high,"{""Field Recording"": [""ambience"", ""nature""]}"
freesound,441698,441698,3D white noise (low freq).mp3,3D white noise (low freq),soundX360,cc0,cc0,CC0,https://freesound.org/people/soundX360/sounds/441698/,Experimental/Noise,Experimental/Noise,Freesound-CC0-Experimental/Noise,"[""Freesound-CC0-Experimental/Noise"", ""Freesound-CC0-Sound Effects""]",7,0.8687,high,"{""Experimental/Noise"": [""noise"", ""white noise""], ""Sound Effects"": [""hit""]}"
freesound,441835,441835,Thunder sound effect 3,Thunder sound effect 3,humanoide9000,ccby,cc-by,CC-BY,https://freesound.org/people/humanoide9000/sounds/441835/,Sound Effects,Sound Effects,Freesound-CC-BY-Sound Effects,"[""Freesound-CC-BY-Sound Effects""]",5,1.0000,high,"{""Sound Effects"": [""sound effect""]}"
freesound,441836,441836,Thunder sound effect 2,Thunder sound effect 2,humanoide9000,ccby,cc-by,CC-BY,https://freesound.org/people/humanoide9000/sounds/441836/,Sound Effects,Sound Effects,Freesound-CC-BY-Sound Effects,"[""Freesound-CC-BY-Sound Effects""]",5,1.0000,high,"{""Sound Effects"": [""sound effect""]}"
freesound,441837,441837,Thunder sound effect 1,Thunder sound effect 1,humanoide9000,ccby,cc-by,CC-BY,https://freesound.org/people/humanoide9000/sounds/441837/,Sound Effects,Sound Effects,Freesound-CC-BY-Sound Effects,"[""Freesound-CC-BY-Sound Effects""]",5,1.0000,high,"{""Sound Effects"": [""sound effect""]}"
freesound,441886,441886,White Noise Rough Hit.wav,White Noise Rough Hit,TMPZ_1,ccby,cc-by,CC-BY,https://freesound.org/people/TMPZ_1/sounds/441886/,Experimental/Noise,Experimental/Noise,Freesound-CC-BY-Experimental/Noise,"[""Freesound-CC-BY-Experimental/Noise"", ""Freesound-CC-BY-Sound Effects""]",7,0.7556,high,"{""Experimental/Noise"": [""noise"", ""white noise""], ""Sound Effects"": [""hit""]}"
freesound,441905,441905,Orchestral Cartoon Suspense,Orchestral Cartoon Suspense,tyops,ccby,cc-by,CC-BY,https://freesound.org/people/tyops/sounds/441905/,Classical/Orchestral,Classical/Orchestral,Freesound-CC-BY-Classical/Orchestral,"[""Freesound-CC-BY-Classical/Orchestral""]",7,1.0000,high,"{""Classical/Orchestral"": [""orchestra"", ""orchestral""]}"
freesound,441909,441909,White_Noise_50_Sec.wav,White_Noise_50_Sec,MATRIXXX_,cc0,cc0,CC0,https://freesound.org/people/MATRIXXX_/sounds/441909/,Experimental/Noise,Experimental/Noise,Freesound-CC0-Experimental/Noise,"[""Freesound-CC0-Experimental/Noise"", ""Freesound-CC0-Sound Effects""]",7,0.8687,high,"{""Experimental/Noise"": [""noise"", ""white noise""], ""Sound Effects"": [""hit""]}"
freesound,441969,441969,Acoustic guitar chords.wav,Acoustic guitar chords,dmj,cc0,cc0,CC0,https://freesound.org/people/dmj/sounds/441969/,Acoustic/Folk,Acoustic/Folk,Freesound-CC0-Acoustic/Folk,"[""Freesound-CC0-Acoustic/Folk"", ""Freesound-CC0-Sound Effects""]",9,0.8961,high,"{""Acoustic/Folk"": [""acoustic"", ""acoustic guitar"", ""guitar""], ""Sound Effects"": [""ui""]}"
